"ID","优先级","层级","模块","标题","前置数据","GIVEN","WHEN","THEN","对应需求","建议自动化"
"AT-REV-004","P0_BLOCKER","API_DB_FAULT_INJECTION","IDEMPOTENCY_FINALIZATION_RECOVERY","业务提交后幂等完成失败可恢复","无","GIVEN 安全写已提交业务与审计且幂等终态首次写入失败","WHEN 同一 key 重试或恢复机制执行","THEN 客户端获得原成功结果，业务事实只写一次且不留下可超时重执行的 IN_PROGRESS 记录","M16-US-02;REV-03","API_DB_FAULT_INJECTION_AUTOMATED"
"AT-REV-005","P0_HIGH","DASHBOARD_COMPONENT_E2E","LATEST_REQUEST_RECOVERY","切换对象与请求失败不污染界面","无","GIVEN 客户 A 慢请求和客户 B 快请求并发，写操作可失败","WHEN 员工快速切换至 B 或提交失败写操作","THEN 旧请求不覆盖 B，busy/loading 总能结束且可重试","M16-US-03;REV-04","DASHBOARD_AUTOMATED"
"AT-REV-006","P0_HIGH","ENGINEERING_GATE","API_DASHBOARD_QUALITY_GATE","共享类型与规范门禁阻止合同漂移","无","GIVEN API 与 Dashboard 使用共享 DTO 且仓库声明生产路由","WHEN CI 运行 route-contract parity、lint、typecheck、build 与测试","THEN 缺失 OpenAPI 路由、currency/envelope 假设、未处理异步错误或新规范违反会失败","M16-US-04;REV-04","CI_AUTOMATED"
"AT-BOT-REV-001","P0_BLOCKER","BOT_DISCORD_COMPONENT","PRIVATE_CHANNEL_RUNTIME_EFFECTS","私密订单频道运行时真实应用计划与面板置顶","FX-GUILD;FX-USER-CUSTOMER-A;FX-STAFF-L1-L4;FX-BOT","GIVEN 客户从公共入口创建订单且可能已有或删除过原频道","WHEN Bot 创建、返回或恢复私密订单频道","THEN 运行时复用同一权限计划，面板真实置顶；客户不可管理；Bot/客服可管理；重复或失败不留频道垃圾且不改订单或资金","M17-US-02;BOT-REV-01;AT-CHN-001;AT-ONB-003","BOT_DISCORD_COMPONENT_AUTO_AND_UAT"
"AT-BOT-REV-002","P0_BLOCKER","BOT_RUNTIME","CRITICAL_READINESS_BARRIER","Bot 只在关键初始化完成后就绪","FX-BOT-RESTART;FX-GUILD;FX-API-HEALTH","GIVEN Bot 刚登录且配置、常驻入口或 API health 仍在处理","WHEN 运维请求 health 且用户尝试交互","THEN 关键步骤完成前返回 503，完成后返回 200；全量 Role reconciliation 使用有界后台执行且不暴露空配置服务窗口","M17-US-03;BOT-REV-02;AT-REC-004","BOT_RUNTIME_AUTO_AND_RESTART_UAT"
"AT-BOT-REV-003","P0_BLOCKER","BOT_API_ADAPTER","ACTOR_TRANSPORT_FAILURE_BOUNDARY","Bot Actor 与 API 输送边界一致且失败关闭","FX-GUILD;FX-DM-INTERACTION;FX-API-TIMEOUT;FX-API-NON-JSON","GIVEN Bot 处理 Guild 或非 Guild 交互且 API 可能超时、断网或返回非 JSON","WHEN 功能 client 通过 BotApiTransport 请求统一 API","THEN Guild Actor 头、interaction 与幂等键统一；非 Guild 不发请求；超时、网络和无效 envelope 返回可追踪标准错误且不泄露 token","M17-US-05;BOT-REV-03;ACCESS-02","BOT_API_ADAPTER_AUTOMATED"
"AT-BOT-REV-004","P0_HIGH","BOT_ARCHITECTURE","FEATURE_BOUNDARY_AND_ROUTE_REACHABILITY","Bot 功能边界和 Discord 组件路由可达","无","GIVEN Bot 渲染订单、Profile、礼物、选秀和客服的所有可用组件","WHEN 执行功能单元、handler 行为、custom ID 生成/解析和 Piece discovery","THEN 每个可用 custom ID 有唯一可达 handler；handler 在 API 前 acknowledgement；API、feature、renderer 和 Discord adapter 职责不重复业务规则","M17-US-06;M17-US-07;M17-US-08;BOT-REV-04","BOT_ARCHITECTURE_AND_HANDLER_AUTOMATED"
"AT-BOT-REV-005","P0_HIGH","ENGINEERING_GATE","BOT_QUALITY_GATE","Bot 规范与回归门禁阻止新退化","无","GIVEN Bot 源码、Sapphire Pieces 和专项测试清单已纳入根工程","WHEN CI 运行 quality:bot、typecheck、build、Bot 测试、Piece discovery 与全量回归","THEN lint error、新 warning、格式漂移、缺失路由、交互响应顺序或现有行为退化会使门禁失败","M17-US-04;M17-US-08;M17-US-09;BOT-REV-05","CI_AUTOMATED"
"AT-EXP-001","P0_BLOCKER","BOT_COPY_ENGINEERING_GATE","USER_VISIBLE_TRIAL_TERMINOLOGY","用户可见统一使用试音匹配术语","无","GIVEN Bot 渲染消息、组件、频道名、语音房名、图片替代文字或错误提示","WHEN 用户可见文案门禁扫描所有生产 renderer 与 Worker Discord payload","THEN 用户可见表面不含选秀并按语境使用试音、试音匹配或报名；内部 SelectionPool、operationId 和数据库枚举可保留","M18-US-01;M18-US-02;M18-US-05;EXP-01","BOT_COPY_AUTOMATED"
"AT-EXP-002","P0_HIGH","BOT_DISCORD_VISUAL_COMPONENT","DENSITY_AND_EMBED_HIERARCHY","关键流程按风险使用一致视觉密度与信息层级","无","GIVEN 欢迎私信、公共欢迎、订单、派单、服务、资金或错误消息需要渲染","WHEN renderer 选择密度 preset 并构造 Embed","THEN 信息按标题、引导、核心事实、老板需求、进度、下一步和页脚排列；自动迎新与 /welcome 重发复用同一安全私信；公共节点较丰富，资金权限错误保持克制且事实完整","M18-US-01;M18-US-02;M18-US-03;M18-US-04;M18-US-05;M18-US-06;M18-US-07;EXP-02","BOT_COMPONENT_AUTO_AND_UAT"
"AT-EXP-003","P0_HIGH","BOT_DISCORD_RESPONSIVE_UAT","MOBILE_DESKTOP_SCANABILITY","老板、陪玩和客服在桌面与手机都能快速扫读和操作","FX-GUILD;FX-CUSTOMER;FX-PLAYER;FX-STAFF","GIVEN 真实 Guild 具有欢迎、下单、派单、试音匹配、就绪与完成消息","WHEN 三种角色分别在桌面和手机宽度查看并操作","THEN 图片裁切、字段分组、按钮换行、Reaction 说明、mention 名单与唯一主动作均可读且不泄露额外身份或权限","M18-US-03;M18-US-04;M18-US-05;M18-US-06;M18-US-08;EXP-03","BOT_DISCORD_UAT"
"AT-EXP-004","P0_BLOCKER","BOT_WORKER_IDEMPOTENCY","LOW_NOISE_MESSAGE_UPDATES","高频状态变化原位更新且重试不刷屏","FX-GUILD;FX-MULTI-PLAYER-ORDER;FX-BOT-RESTART","GIVEN 报名、撤回、就绪、状态推进或重复 Outbox 事件发生","WHEN Bot 或 Worker 更新已持久化 Discord 消息并经历重试或重启","THEN 同一业务节点原位编辑，稳定键不重复横幅、庆祝或提醒；mention 保持静默，Discord 失败不改变业务事实","M18-US-05;M18-US-06;M18-US-07;M18-US-08;EXP-04","BOT_WORKER_AUTO_AND_RESTART_UAT"
"AT-EXP-005","P0_BLOCKER","BOT_RISK_COPY_SECURITY","HIGH_RISK_FACTUAL_CLARITY","资金权限冲突和内部异常保持准确可恢复","FX-API-CONFLICT;FX-API-INTERNAL;FX-API-FORBIDDEN","GIVEN 写操作可能成功、明确拒绝或在可信结果前异常","WHEN Bot 展示资金、权限、冲突、取消或内部异常反馈","THEN 文案明确操作、业务原因、下一步、写入确定性与 request_id，不以 emoji、颜文字或庆祝语弱化风险且不泄露内部敏感信息","M18-US-01;M18-US-02;M18-US-04;M18-US-07;EXP-05","BOT_ERROR_AUTOMATED_AND_UAT"
"AT-EXP-006","P0_BLOCKER","API_RBAC","WELCOME_DM_LEAST_PRIVILEGE","迎新私信手动重发使用独立最小权限","FX-GUILD;FX-STAFF-L1;FX-STAFF-L2;FX-BOT","GIVEN /welcome 保留 Discord ManageGuild 门槛且 API 从可信 Discord Actor Context 解析同 Guild 有效员工","WHEN L2 调用 getWelcomeDmContext 为仍在 Guild 的非 Bot 用户授权重发，或 L1 尝试相同操作","THEN L2 以 welcome_dm.send 获得仅含 guildId 与 publicEntryChannelId 的安全上下文并写成功审计；L1 返回 403 并写拒绝审计；任何响应都不返回完整 Bot 配置或 manageableFields","M18-US-03;ACCESS-01;ACCESS-02;EXP-05","API_RBAC_AND_BOT_AUTO"
"AT-STATE-001","P0_BLOCKER","API_DB_CONTRACT","CUSTOMER_FREE_MULTI_PLAYER_READINESS","客户不参与 readiness 且全体有效陪玩决定开始","FX-MULTI-PLAYER-ORDER","GIVEN ACCEPTED 订单有多名当前有效陪玩且客户可查看订单","WHEN 部分或全部陪玩确认或撤销就绪","THEN 客户不存在 readiness 写动作；仅全部有效陪玩已就绪才首次进入 IN_SERVICE；新增陪玩不倒退已开始状态但最终捕获前仍须全员就绪","M19-US-01;M19-US-03;STATE-01","API_DB_AUTOMATED"
"AT-STATE-002","P0_BLOCKER","API_OUTBOX_CONSUMER_MATRIX","ATOMIC_CROSS_ROLE_PROJECTION","业务事实与全部受影响消费者可恢复地收敛","FX-ORDER-STATE-MATRIX;FX-OUTBOX-FAILURE","GIVEN 任一订单状态、报名、参与人、资金或客服任务写入","WHEN 事务提交并由 Worker 或 Dashboard 消费最新投影","THEN 业务事实与 Outbox 同事务；客户、陪玩、客服协同卡和客服工作台按矩阵更新；展示失败重试且不回滚或重复业务写入","M19-US-01;M19-US-02;M19-US-03;M19-US-04;STATE-02;STATE-03","API_DB_WORKER_DASHBOARD_AUTOMATED"
"AT-STATE-003","P0_HIGH","DASHBOARD_COMPONENT_E2E","SUPPORT_LIVE_QUERY_CONSISTENCY","客服工作台及时看到订单和任务最新事实","FX-STAFF-L1-L4;FX-ORDER-STATE-MATRIX","GIVEN 客服正在查看订单详情、任务详情或队列且另一角色改变业务事实","WHEN Dashboard 自身写成功、短轮询执行或页面恢复可见","THEN 受影响查询重取并显示逐人 readiness、最新任务、状态和资金；陈旧响应不覆盖新对象或版本；失败保留上次可信事实并可重试","M19-US-01;M19-US-03;M19-US-04;STATE-03;STATE-05","DASHBOARD_AUTO_AND_UAT"
"AT-STATE-004","P0_BLOCKER","BOT_WORKER_IDEMPOTENCY","STAFF_COORDINATION_IN_PLACE_REFRESH","客服协同卡在状态值未变化时也更新内部进度","FX-GUILD;FX-MULTI-PLAYER-ORDER;FX-BOT-RESTART","GIVEN ACCEPTED 订单已有持久化客服协同卡且陪玩逐个确认","WHEN 每次 PANEL_SYNC、重试、消息恢复或 Worker 重启执行","THEN 同一协同卡原位显示逐人 ✅/⏳、未就绪名单、截止与实际开始时间；不重复发卡、不要求客户确认且静默 mention","M19-US-02;M19-US-03;STATE-03;STATE-04","BOT_WORKER_AUTO_AND_RESTART_UAT"
"AT-STATE-005","P0_HIGH","OBSERVABILITY_UAT","PROJECTION_CONVERGENCE_AND_ALERTING","跨角色投影时效可度量且失败可发现","FX-WORKER-DELAY;FX-DISCORD-MISSING-MESSAGE;FX-DASHBOARD-STALE","GIVEN 正常状态写入或投影消费者持续失败","WHEN 监控收集 Outbox 和各消费者收敛结果","THEN 正常目标五秒内收敛；超过三十秒、最大重试、消息丢失或版本倒退产生含订单、事件、目标消费者和 request_id 的脱敏告警","M19-US-04;M19-US-05;STATE-04;STATE-05","OBSERVABILITY_AUTO_AND_UAT"
"AT-ACT-001","P0_BLOCKER","API_BOT_STATE_MATRIX","OWNER_CANCEL_ACTION_COVERAGE","老板在全部可操作非终态都能找到正确取消入口","FX-ORDER-STATE-MATRIX;FX-CUSTOMER","GIVEN 客户查看 DRAFT、PENDING_DISPATCH、ACCEPTED、IN_SERVICE、PENDING_CONFIRMATION、CANCELLATION_ASSIST 或 EXCEPTION 订单","WHEN API 返回 availableActions 且 Bot 渲染客户主面板","THEN 每个非终态存在取消或取消处理中入口；低风险状态可确认取消，高风险状态进入或复用客服审核；COMPLETED/CANCELLED 不显示取消","M20-US-01;M20-US-02;M20-US-03;ACT-01;ACT-03","API_BOT_TABLE_DRIVEN"
"AT-ACT-002","P0_HIGH","BOT_DISCORD_COMPONENT","FIRST_USE_LABEL_AND_LAYOUT","首次使用者能理解按钮且屏幕层级稳定","FX-ORDER-DRAFT;FX-SELECTION-WITH-APPLICANTS;FX-MOBILE-DESKTOP","GIVEN 四步下单、招募试音、订单生命周期或服务中心需要渲染多个动作","WHEN Bot 构造消息组件","THEN 标签使用动词加对象/结果；一屏最多一个 Primary；每行通常不超过三个；危险动作单独成行；无目标禁用按钮省略","M20-US-01;M20-US-03;ACT-02","BOT_COMPONENT_AUTO_AND_UAT"
"AT-ACT-003","P0_BLOCKER","API_BOT_SECURITY","ROLE_SCOPED_AVAILABLE_ACTIONS","客户、陪玩和客服只能看到并执行自己的写动作","FX-CUSTOMER;FX-PLAYER;FX-STAFF;FX-ORDER-STATE-MATRIX","GIVEN 三种 Actor 查看同一订单事实","WHEN API 返回角色化 availableActions 且各 Discord 视图渲染并尝试旧 custom ID","THEN 客户卡无陪玩写按钮、陪玩工作台无老板写按钮、客服卡无客户或陪玩写按钮；旧权限或版本被 API 拒绝且零写入并刷新","M20-US-02;M20-US-03;ACT-01;ACT-03","API_BOT_SECURITY_AUTOMATED"
"AT-ACT-004","P0_HIGH","BOT_ARCHITECTURE_UAT","RENDERER_ROUTE_AND_PAGINATION_CONVERGENCE","生产动作 renderer 与路由完整收敛","FX-PAGINATED-ORDERS;FX-PAGINATED-CONSUMPTIONS;FX-LEGACY-COMPONENT","GIVEN 生产消息包含动作或分页组件且旧消息可能仍存在","WHEN 执行 renderer、custom ID registry、上一页/下一页和旧组件恢复","THEN 每个可用 custom ID 有唯一 handler；分页双向且上下文稳定；无生产调用的旧 renderer 被删除或隔离；陈旧组件给出可恢复反馈","M20-US-03;M20-US-04;ACT-04","BOT_ARCHITECTURE_AUTO_AND_UAT"
"AT-MULTI-015","P0_BLOCKER","DASHBOARD_API_DB_WORKER","ORDER_SUPPORT_NOTE_RECOVERY","客服在原权限范围更正订单与席位备注且终态失败关闭","FX-ORDER-PENDING-DISPATCH;FX-ORDER-CANCELLED;FX-STAFF-L1-CLAIMED;FX-STAFF-L2","GIVEN L1 已认领订单任务或 L2+ 位于同 Guild，订单不要求存在招募池","WHEN 客服添加、编辑或清空订单备注与单席位备注，并尝试修改已取消订单","THEN 非终态未捕获订单只更新当前备注投影并追加订单/需求事件、审计和 PANEL_SYNC；金额、预留和收益不变；清空不删除历史；COMPLETED、CANCELLED 或已捕获订单零写入","M10-US-03;ORD-04;AUD-02;FUND-06","DASHBOARD_API_DB_TRANSACTION"
"AT-REVIEW-001","P0_BLOCKER","API_DB_TRANSACTION","OPTIONAL_TARGET_SCOPED_REVIEWS","订单整体、有效陪玩和实际客服可独立且自愿评价","FX-MULTI-PLAYER-ORDER;FX-CUSTOMER;FX-STAFF-L1","GIVEN 本人订单在 24 小时内完成且包含多名有效陪玩，其中仅一位客服产生真实首次响应","WHEN 老板只给订单整体和其中一名陪玩分别评分并尝试伪造第三方陪玩或无响应客服目标","THEN API 只接受派生目标并逐目标追加不可变星级；未选目标保持未评价；伪造、跨 Guild、非本人、过期和重复目标整批零写入","M21-US-02;REVIEW-01;REVIEW-02","API_DB_CONCURRENCY_AND_SECURITY"
"AT-REVIEW-002","P0_HIGH","BOT_API_COMPONENT_UAT","LOW_FRICTION_REVIEW_CENTER","老板用很少点击完成评价且退出不丢分","FX-MULTI-PLAYER-ORDER;FX-STAFF-L1;FX-MOBILE-DESKTOP;FX-BOT-RESTART","GIVEN 私密评价中心展示未评价的整体、陪玩和实际客服目标","WHEN 老板一键给整体五星、批量给两名陪玩四星、单独给猫舍前台二星并直接退出或选择追加留言","THEN 每次星级成功即保存且留言始终可选；重开或重启后显示已保存事实；陈旧组件回读最新状态且不重试写入","M21-US-03;REVIEW-02;REVIEW-03","BOT_COMPONENT_AUTO_AND_DISCORD_UAT"
"AT-REVIEW-003","P0_BLOCKER","API_WORKER_DISCORD_PRIVACY","EXPLICIT_FIVE_STAR_PUBLICATION","只有明确同意的五星安全快照进入好评频道","FX-MULTI-PLAYER-ORDER;FX-DISCORD-MISSING-MESSAGE;FX-OUTBOX-BROADCAST-FAILED","GIVEN 同一订单含五星、四星、差评和未评价对象且老板尚未同意公开","WHEN 老板查看预览、取消一次后再次明确确认公开，Worker 重试并恢复缺失消息","THEN 取消时零公开；确认后仅一张聚合卡展示五星对象和安全订单摘要；不得泄露一至四星、留言、未评价或非五星对象、客户身份、金额、钱包、私密频道或内部客服身份；重试不重复","M21-US-04;REVIEW-04","PRIVACY_NEGATIVE_OUTBOX_AND_DISCORD_UAT"
"AT-REVIEW-004","P0_BLOCKER","API_DB_WORKER_REGRESSION","REVIEW_SIDE_EFFECT_ISOLATION","评价成功或失败均不改变订单与资金业务事实","FX-ORDER-COMPLETED-10000;FX-RESERVATION-ORDER-CAPTURE;FX-EARNING-CONFIRMED;FX-REFERRAL-PROMOTER-FIXED","GIVEN 订单已完成并已形成捕获、消费、陪玩收益和可能的返佣事实","WHEN 评价写入、留言追加、公开请求、并发冲突、Outbox 失败或恶意低分发生","THEN 订单状态、预留、捕获、钱包、收益、返佣、派单、准入、权限和处罚均不变化；评价只追加且不可硬删除","M21-US-02;M21-US-03;M21-US-04;REVIEW-01;REVIEW-02;REVIEW-04","TRANSACTIONAL_REGRESSION_AND_AUDIT"
"AT-GIFT2-001","P0_BLOCKER","API_DB_TRANSACTION","STANDALONE_TRUSTED_RECIPIENT","独立送礼只接受同 Guild 有效陪玩","FX-CUSTOMER;FX-PLAYER-ACTIVE;FX-PLAYER-OTHER-GUILD;FX-PLAYER-PAUSED","GIVEN 老板从送礼中心取得同 Guild ACTIVE 陪玩 playerProfileId","WHEN 提交独立礼物并尝试伪造 receiverId、跨 Guild、PAUSED/SUSPENDED 或已失效 profile","THEN API 只从最终仍有效的 playerProfileId 派生 receiverId；合法请求创建一份礼物/预留/任务；任一伪造或失效请求零写入且不泄露目标","M22-US-02;GIFT2-01;GIFT2-03","API_DB_SECURITY"
"AT-GIFT2-002","P0_BLOCKER","API_DB_CONCURRENCY","STANDALONE_GIFT_FUNDS","余额不足与并发超支均零业务写入","FX-CUSTOMER-BALANCE;FX-GIFT-ACTIVE;FX-CONCURRENT-GIFT","GIVEN 老板选定一位陪玩和礼物且内部 CAT 可用余额可能不足或同时被其他请求占用","WHEN affordability 检查、刷新余额或最终确认","THEN 只读检查返回差额和充值指引且零写入；最终事务重新锁定钱包，只有余额充足请求创建 ACTIVE 预留，availableMinor 不为负","M22-US-02;GIFT2-01;GIFT2-02","API_DB_CONCURRENCY"
"AT-GIFT2-003","P0_BLOCKER","API_WORKER_DISCORD_PRIVACY","ANONYMOUS_GIFT_PRESENTATION","匿名送礼不向陪玩或公共频道泄露老板身份","FX-STANDALONE-GIFT-ANONYMOUS;FX-GIFT-BROADCAST-RETRY","GIVEN 老板在最终确认前选择匿名且礼物后续通过审核、捕获和播报","WHEN 客服查看内部任务、陪玩收到投影、公共播报重试或消息丢失恢复","THEN 内部任务/资金/审计保留真实 senderId；陪玩与公共 payload 仅显示匿名老板且无 mention、用户名、用户 ID、头像、订单或私密频道；重试不改匿名事实也不重复扣款","M22-US-02;M22-US-05;GIFT2-02;GIFT2-03","PRIVACY_NEGATIVE_OUTBOX"
"AT-GIFT2-004","P0_HIGH","BOT_DISCORD_COMPONENT_UAT","PERSISTENT_GIFT_ENTRY","送礼常驻卡低点击且可恢复","FX-GUILD;FX-GIFT-ENTRY-CHANNEL;FX-DISCORD-MISSING-MESSAGE","GIVEN 同 Guild 已配置礼物入口频道且 Bot 有 View/Send/Manage Messages 权限","WHEN 启动、配置变化、按钮点击、Bot 重启或常驻消息被删除","THEN 频道收敛为一条置顶常驻卡；老板在 ephemeral 完成陪玩、礼物、可选匿名与确认；签名状态跨重启恢复，个人余额不公开","M22-US-03;GIFT2-01;GIFT2-04","BOT_COMPONENT_DISCORD_UAT"
"AT-GIFT2-005","P0_BLOCKER","API_BOT_AUTHORIZATION","STAFF_GIFT_ASSIST","模式 B 客服辅助仅在可信客户意图与本人二次验证后直接预留","FX-STAFF-L1-MFA;FX-CUSTOMER-BALANCE;FX-CUSTOMER-AUTH-MESSAGE","GIVEN 具备 gift.assist 的客服从同 Guild 老板本人授权消息右键发起且 API 已解析唯一余额所有者","WHEN 客服选择陪玩、礼物和匿名设置并以必填原因与客服本人 TOTP 最终确认","THEN 十分钟单次 challenge 绑定客服、permissions_version、Guild、老板和授权消息；API 不接受 senderId/receiverId 并原子重验余额与目标；成功记录客服执行者、老板付款人、原因和证据，未授权、错误或重放均不创建预留","M22-US-04;GIFT2-05","API_BOT_RBAC_MFA_CONCURRENCY_DISCORD_UAT"
