"item_id","item_type","milestone","epic_id","title","user_value","scope","dependencies","owner_type","estimate_person_days","acceptance_criteria","definition_of_done","master_spec_sections","api_operation_ids","critical_path","parallel_track","scope_exclusions","requirement_ids","delivery_status","target_release","evidence_refs","test_refs"
"M9-US-13","USER_STORY","M9","EP-M9","订单提交后手动开始候选池","客户提交订单后可手动创建无截止时间的候选池，允许所有符合基础资格的陪玩报名，直到客户终止。","订单提交事务保持原 FundReservation；客户点击开始后通过统一 API 创建无时限候选池，刷新订单通过只读 API 恢复未开池入口或当前活动轮次。","M2-US-02;M5-US-02;M9-US-09","api_worker","3-5","报名仅要求 ACTIVE、同 Guild 与需求标签匹配；ONLINE、AVAILABLE、BUSY 或已有活跃订单不阻止报名；报名不创建参与明细、不占活动订单槽位、不重复预留。","提交、手动创建、刷新恢复、长期不自动关闭、幂等、全量回归和真实 Guild UAT 通过。","M11-US-05 取代旧等待时长与自动抢单语义","submitOrder;getCurrentOrderSelectionPool;createOrderSelectionPool","yes","selection_pool_start","不创建截止 Job、自动扩圈或重开，不重复创建资金预留，不由 Bot 实现匹配规则。","ORD-03;FUND-02","IN_PROGRESS","P0","BOT:manual-selection-start","AT-DSP-011;AT-DSP-012;AT-SEL-001;AT-SEL-007"
"M9-US-14","USER_STORY","M9","EP-M9","客户候选池选择","客户从完整报名池中自主选择需要的陪玩，不再提供优先名单独占首轮。","旧优先名单与自动回退语义退役；API 只返回客户可见的报名候选，最终选择时原子复核全部人选。","M9-US-13","api_bot_dispatch","3-5","不按报名先后排序或自动选人；客户可提前关闭池；任一人最终不再可选时整批零写入。","候选读取、权限、提前关闭、原子终选与真实 Guild UAT 通过。","M11 取代旧优先派单语义","listOrderSelectionApplications;finalizeOrderSelectionPool","yes","customer_selection","不公开内部排名或失效原因，不绕过服务端最终校验。","ORD-03","IN_PROGRESS","P0","BOT:m11-customer-selection","AT-DSP-013;AT-DSP-014;AT-SEL-004"
"M9-US-15","USER_STORY","M9","EP-M9","候选池手动控制","客户可以手动开始并终止候选池招募。","auto_dispatch_enabled、等待分钟数、自然截止与人工重试轮次退役；统一 API 创建无截止时间的新池，并只允许订单所有者按版本终止当前池。","M9-US-13","api_worker_dashboard","3-5","时间流逝不得关闭；终止只结束报名，不取消订单或释放原预留；零报名时由客户选择重新招募或取消。","手动开始/终止、旧截止任务失效、零报名分支、权限、幂等与真实 UAT 通过。","M11-US-05 取代旧时间窗口与派单模式","createOrderSelectionPool;closeOrderSelectionPool","yes","selection_pool_control","不定时收口、自动重开、自动取消或重复资金预留。","ORD-03;AUD-02","IN_PROGRESS","P0","BOT:m11-selection-control","AT-DSP-015;AT-DSP-016;AT-SEL-001;AT-SEL-005;AT-SEL-007"
"M9-US-16","USER_STORY","M9","EP-M9","客服旁观选秀","客服在客户开始选秀时收到任务通知，并可进入同一语音频道协助。","旧客服定向派单入口退役；Worker 在候选池进入 SELECTION 时幂等创建客服通知，L1-L4 配置 Role 可查看、连接和管理语音频道。","M9-US-15","api_dashboard_security","3-5","客服不能代替客户自动选人；通知包含订单与语音链接；重试不重复；业务权限仍由 API Actor Context 判定。","权限、通知、语音访问、幂等与真实 Guild UAT 通过。","M11 取代旧客服定向派单语义","closeOrderSelectionPool","yes","staff_selection_observer","不向客服暴露资金或扩大业务 API 权限。","ORD-03;AUD-02","IN_PROGRESS","P0","JOB:m11-staff-selection-notice","AT-DSP-017;AT-DSP-018;AT-SEL-003"
"M9-US-17","USER_STORY","M9","EP-M9","选秀语音房与权限收敛","客户、全部报名陪玩和客服在选秀阶段获得同一语音入口，选拔结束后切换到正式服务房并移除未入选者权限。","候选池进入 SELECTION 时 Worker 幂等创建或恢复不限人数的私密语音频道；终选后另建仅客户、入选陪玩与客服可见的 Service 房，先移动客户再移动入选陪玩，撤销未入选者覆盖权限并在旧房清空后删除。","M9-US-13;M9-US-16","worker_discord","4-6","选秀阶段仅客户、全部有效报名者及配置的 L1-L4 Role 可见可连接；user_limit 为 0；Service 房仅正式参与者与客服可见；未入选者只看到本人结果；权限重试最终收敛。","Worker/Discord REST、Gateway 清理、权限位、数据库投影、Outbox 重试及真实 Guild UAT 通过。","M11 取代旧接单后协调语义","closeOrderSelectionPool;finalizeOrderSelectionPool","yes","selection_voice_coordination","不授予 Discord Role 业务 API 权限，不公开排名、内部理由或订单资金。","ORD-03;AUD-02","IN_PROGRESS","P0","JOB:m11-selection-voice","AT-DSP-019;AT-DSP-020;AT-SEL-003;AT-SEL-006"
"M9-US-18","USER_STORY","M9","EP-M9","订单面板投影一致性","订单事实变化后客户、陪玩和客服看到同一最新状态与有效操作。","所有改变订单状态、版本、自动化状态或陪玩归属的生产事务同步写入幂等 PANEL_SYNC Outbox；Worker 以数据库事实覆盖原消息，并以 Components V2 原生字段更新现有 V2 面板。","M2-US-04;M2-US-05;M2-US-06;M5-US-02","api_worker_discord","4-6","提交、取消、readiness、超时、客服结案、自动化控制和转派与 PANEL_SYNC 原子提交；重复 Job 收敛；不得在 Components V2 消息中混入 legacy content/embed；待派面板显示已到位/总席位并保留刷新、取消和客服入口；所有已到位陪玩获得频道权限。","事务源码门禁、订单/Worker/Bot 回归、重启恢复与真实 Guild 面板核对通过。","M9 现行补充：订单投影一致性","updateOrder;submitOrder;cancelOrder;setOrderReadiness;confirmOrder;resolveOrder;reassignOrder","yes","order_projection_consistency","不由 Worker 重算业务事实；频道删除仍须等待 transcript 封存事实，不能用延迟冒充封存成功。","ORD-03;AUD-02","IN_PROGRESS","P0","JOB:order-panel-consistency","AT-PRJ-001;AT-PRJ-002"
"M9-US-19","USER_STORY","M9","EP-M9","终态订单频道封存与僵尸清理","订单完成或取消后自动清理相关私密文字与语音频道，同时保留可追查 transcript。","COMPLETED、CANCELLED 事务原子写入幂等 CHANNEL_ARCHIVE；Worker 到期后分页回填 Discord 仍可见的全部文字消息，成功后删除选秀语音、服务语音和订单文字频道，并周期扫描历史漏单。","M9-US-12;M9-US-18;M5-US-02","api_worker_discord_data","4-6","保留期只允许 0–60 分钟，默认 60，0 表示立即；非终态拒绝清理；回填失败时不得删除任何频道；删除顺序为语音后文字；404 与重试幂等；终态扫描不重复任务。","合同、事务 Outbox、分页回填、删除门禁、重试、启动/周期扫描及真实 Guild UAT 通过。","M9 现行补充：终态频道清理","confirmOrder;cancelOrder;resolveOrder","yes","terminal_channel_cleanup","只保存附件元数据和 Discord URL，不新增附件二进制存储；不删除订单、事件、资金、审计或 transcript 数据。","ORD-03;AUD-02","IN_PROGRESS","P0","JOB:terminal-channel-cleanup","AT-TRN-003;AT-TRN-004"
"EP-M10","EPIC","M10","EP-M10","多陪玩订单与多接收人礼物","一个订单可承载不限数量的陪玩并按人计价、就绪、分成和送礼。","建立订单陪玩明细、服务端派生总价、全陪玩就绪、逐人收益和多接收人礼物事务。","EP-M9","product_tech_lead","18-30 (aggregate; do not sum with children)","人数无业务上限；总价为有效明细价格之和；捕获前可改；捕获后锁定。","合同、迁移、API、Dashboard、Bot、结算、礼物与外部 UAT 一致。","M10 补充合同","addAdminOrderParticipant;updateAdminOrderParticipant;createOrderGiftRequest;setOrderReadiness;confirmOrder","yes","multi_player_orders","不允许客户端直接写总价、任意礼物接收人或已捕获订单。","ORD-04;FUND-06;EAR-02","PLANNED","P0","SPEC:m10-multi-player-orders","AT-MULTI-001;AT-MULTI-005"
"M10-US-01","USER_STORY","M10","EP-M10","多陪玩合同与 RED 基线","产品、开发与验收共享一致的多陪玩资金和生命周期语义。","同步主规格、backlog、OpenAPI、Prisma 合同、交互映射、验收与 TODO。","none","product_architecture","3-5","不限人数、每位陪玩独立服务目录版本与项目快照、逐人价格、派生总价、全陪玩就绪、捕获前可改和多接收人礼物已冻结。","合同 RED/GREEN、镜像一致和追踪关系通过；不声称运行时已实现。","M10 补充合同","addAdminOrderParticipant;updateAdminOrderParticipant;createOrderGiftRequest","yes","contracts","不实现运行时源码或迁移。","ORD-04;FUND-06;EAR-02","IN_PROGRESS","P0","CONTRACT:m10","AT-MULTI-001;AT-MULTI-002;AT-MULTI-003;AT-MULTI-004;AT-MULTI-005"
"M10-US-02","USER_STORY","M10","EP-M10","多陪玩数据与只追加事实","订单可持久化多位且项目不同的陪玩并不破坏历史资金与收益。","新增 OrderParticipant、参与事件、逐人服务目录版本、项目/readiness/价格/分成快照，并将 PlayerEarning 改为每明细一条。","M10-US-01","data_backend","5-8","同订单同陪玩只有一条有效明细；每条独立固化项目事实；不硬删；捕获后拒绝改项目、改价或移除。","Prisma、完整迁移、约束和数据库回归通过。","M10 补充合同","none","yes","multi_player_data","不物理删除参与或收益事实。","ORD-04;EAR-02;AUD-02","IN_PROGRESS","P0","DB:m10-order-participants","AT-MULTI-001;AT-MULTI-004"
"M10-US-03","USER_STORY","M10","EP-M10","客服多陪玩管理与逐人计价","L1/L2 客服可按对象范围增删、单席位改派陪玩并编辑每人的独立项目、数量、价格、订单备注与席位备注。","实现候选搜索、参与明细与备注恢复 API 及 Dashboard；API 固化逐人项目快照、个人或项目默认分成并派生总价；REASSIGN 保留指定席位项目与客户价格并重算新陪玩分成；备注更正只更新当前投影并追加事件、审计和 PANEL_SYNC。","M10-US-02;M9-US-10","api_dashboard_security","6-9","沿用原权限：L1 限本人已认领任务，L2+ 限 Guild，不要求进入招募；无总价写入字段；改派只影响 path participantId、重置其就绪且不改变其他陪玩和等额预留；终态或已捕获订单拒绝恢复写入；九人且项目不同的订单可分页操作。","API、权限、并发、Dashboard、备注恢复、单席位改派、Discord 面板同步与审计测试通过。","M10 补充合同","listAdminOrderParticipants;addAdminOrderParticipant;updateAdminOrderParticipant;updateAdminOrderNote;updateAdminOrderRequirementNote","yes","multi_player_admin","不让 Dashboard 计算总价或最终分成，不做整单陪玩批量替换；清除备注只清空当前投影，不删除历史。","ORD-04;RBAC-01;FUND-06","PLANNED","P0","DASH:m10-order-participants","AT-MULTI-001;AT-MULTI-002;AT-MULTI-010;AT-MULTI-015"
"M10-US-04","USER_STORY","M10","EP-M10","预留重平衡、全陪玩就绪与逐人收益","订单在捕获前可安全调整，结账时每位陪玩获得自己的收益。","按价格差额原子增加或释放预留；取消客户 readiness；所有有效陪玩就绪才可开始或捕获；捕获生成逐人收益。","M10-US-03","api_domain_wallet","7-11","余额不足零写入；服务中新增不倒退状态但未就绪不可捕获；捕获后锁定。","钱包并发、状态机、Bot、收益与结算回归通过。","M10 补充合同","setOrderReadiness;confirmOrder","yes","multi_player_lifecycle","不恢复客户就绪，不由客户端计算预留差额。","FUND-06;READY-02;EAR-02","PLANNED","P0","DOMAIN:m10-lifecycle","AT-MULTI-002;AT-MULTI-003;AT-MULTI-004"
"M10-US-05","USER_STORY","M10","EP-M10","多接收人礼物事务","客户可一次向订单内多位陪玩赠送同一礼物。","Bot 分页多选订单明细；API 推导接收人，按单价乘去重人数原子预留并为每人生成独立礼物事实。","M10-US-02;M3-US-01","api_bot_wallet","5-8","participantIds 至少一个且无业务上限；任一无效、余额不足或版本冲突时零写入。","API、并发、Bot 分页、审批、捕获与播报回归通过。","M10 补充合同","createOrderGiftRequest","yes","multi_recipient_gifts","不允许 receiverId 输入或部分成功。","GIFT-02;FUND-06","PLANNED","P0","BOT:m10-gift-recipients","AT-MULTI-005"
"M10-US-06","USER_STORY","M10","EP-M10","多陪玩回归与外部 UAT","九人等极端订单在 Dashboard、Discord、资金和结算全链路可复核。","执行九人增删改价、全员就绪、差额预留、逐人收益、多人礼物和捕获后锁定 UAT。","M10-US-04;M10-US-05","qa_release","3-5","自动化与真实 Guild/Dashboard 证据一致；无重复扣款、部分礼物或漏发收益。","全量回归、迁移、镜像、九人 E2E 和外部签署通过。","M10 补充合同","none","yes","multi_player_release","没有外部证据不声称发布完成。","ORD-04;FUND-06;EAR-02;GIFT-02","PLANNED","P0","GATE:m10","AT-MULTI-001;AT-MULTI-002;AT-MULTI-003;AT-MULTI-004;AT-MULTI-005"
"M10-US-07","USER_STORY","M10","EP-M10","客户多项目需求编排与候选池选拔","客户可在 Discord 同一订单中逐条添加项目、时长和所需人数，并从按需求报名的候选池中选择陪玩。","OrderRequirement 与实际陪玩分离；Bot 提供可恢复的添加、编辑、移除和分页清单；提交按服务端派生报价预留；陪玩按 requirementId 报名，客户终选时原子生成关联参与明细。","M10-US-02;M9-US-13;M9-US-14","api_bot_dispatch_data","8-13","需求与人分离；至少一条有效需求；无业务数量上限；报名不生成参与者或占用槽位；部分席位选满后保留已选人员，仅为缺失席位继续开池；全部名额填满才 ACCEPTED。","合同、迁移、API、终选并发、Bot 恢复、九项目分页与真实 Guild UAT 通过。","M11 更新派单语义","listOrderRequirements;addOrderRequirement;updateOrderRequirement;createOrderSelectionPool;applyToOrderSelectionPool;finalizeOrderSelectionPool","yes","multi_project_order_composer","不由 Bot 计价、不把报名者当已分配陪玩、不允许未填满订单开始服务。","ORD-04;FUND-06;DISP-01","PLANNED","P0","BOT:m10-multi-project-composer","AT-MULTI-006;AT-MULTI-007;AT-SEL-004;AT-SEL-005"
"M10-US-08","USER_STORY","M10","EP-M10","套餐模板与可编辑陪玩席位","客户可从菜单选择预设套餐快速生成陪玩阵容，并单独修改其中任意席位。","新增版本化 ServicePackageVersion 与独立 ServicePackageSlot；API 按席位目录单价乘计费单位数派生套餐总价，并预览及原子展开为逐席位 OrderRequirement；任一改单切换 CUSTOMIZED 并由服务端重报价；Discord 提供套餐与自由搭配入口；Dashboard 由 L3+ 原子创建、发布和退役不可变套餐版本，套餐总价仅实时只读显示。","M10-US-07","api_bot_dashboard_catalog_data","8-13","套餐不是第二订单模型；每槽一条需求且 requestedPlayerCount=1；默认/自定义状态可追溯；客户端不提交套餐或订单价格；展开失败零写入；套餐历史版本不删除。","合同、迁移、API 原子性、运营端版本管理、只读派生套餐价及改单报价、Bot 重启恢复与真实 Guild/Dashboard UAT 通过。","M10 补充合同","listServicePackages;previewServicePackage;applyServicePackage;updateOrderRequirement;listAdminServicePackages;createAdminServicePackageVersion;updateAdminServicePackageVersionStatus","yes","service_package_composer","不在 Bot 硬编码套餐、不合并无法单改的人数、不允许客户端决定套餐折扣或总价、不原地改写历史套餐。","ORD-04;FUND-06;AUD-02","PLANNED","P0","BOT:m10-service-packages;DASHBOARD:m10-service-packages","AT-MULTI-008;AT-MULTI-009;AT-MULTI-014"
